PRA_DAN,PRA_PRED,BDP1,MAX_PRET_TED,TEMP_MAX,PMAX_VRED_LM1
-284973.937,-76115.756,94.551,0.157,-4135.516,0.789
{"mae": 46654.44, "mape": 3.42, "smape": 3.42, "rmse": 60691.11}
